ID	premise1	premise2	premise3	premise4	hypothesis	entailment_judgments	neutral_judgments	contradiction_judgments	gold_label
4537	3516677529.jpg#0/A crying child attempting to ride a skateboard is assisted by an adult male.	3516677529.jpg#1/A young boy on a skateboard is crying while an adult touches his shoulder.	3516677529.jpg#3/A young colored boy crying while on the skateboard.	3516677529.jpg#4/Small child crying with one foot on a skateboard.	A man holds his arm.	1	1	3	neutral
4538	139540338.jpg#0/Several men dressed in cowboy boots and hats are hanging around, and one man is getting his shoes shined.	139540338.jpg#1/Demonstrators waiting for the policemen to hear their grievances against police oppression and brutality.	139540338.jpg#3/A group of men are waiting to get their boots shined.	139540338.jpg#4/A man is shining shoes in a marketplace.	Men gathered.	5	0	0	entailment
4539	3162105826.jpg#1/Two children playing in a kitchen with fly swatters.	3162105826.jpg#2/In the kitchen two little girls are playing tag.	3162105826.jpg#3/Two young girls play in a kitchen at nighttime.	3162105826.jpg#4/Two young girls are playing in a kitchen.	Children laugh.	2	2	1	neutral
4540	4533796266.jpg#0/A smiling man with a beard holds up a poster showing an abstract elephant cartoon painted in horizontal rainbow stripes.	4533796266.jpg#1/A bearded man in jeans and a blue shirt is outdoors holding a rainbow elephant painted on poster board.	4533796266.jpg#3/A man in a blue shirt is smiling and holding a sign.	4533796266.jpg#4/A man holding a sign of a rainbow elephant.	A man depicting an animal.	4	1	0	entailment
4541	431059632.jpg#0/A man in a white sleeveless shirt is operating a looming machine.	431059632.jpg#1/Man in a tank-top working on textiles.	431059632.jpg#2/A man is knitting own some machinery.	431059632.jpg#4/A young man is working on a weaver.	Man makes something.	4	1	0	entailment
4542	3605259195.jpg#1/A little boy with a blue shirt carries a blue shovel at the beach, as he runs towards a couple of seagulls.	3605259195.jpg#2/Child in tan shorts, blue striped shirt playing on a beach with birds	3605259195.jpg#3/A little child with a shovel is walking on a beach.	3605259195.jpg#4/A young boy chases seagulls on a sandy beach.	Animals swooping.	2	3	0	neutral
4543	8155411493.jpg#0/A fun, well-lit shot of a house party with three people dancing with glowing wristbands and light sticks, and four others talking in the background.	8155411493.jpg#1/Several people, including a man in a green shirt and a woman wearing a scarf, are dancing at a party.	8155411493.jpg#2/Six people dancing and singing and having fun in bar.	8155411493.jpg#4/People dancing at a party.	Kids dancing.	2	2	1	neutral
4544	4600994701.jpg#1/A boy opens his mouth wide with delight in a field of giant sunflowers.	4600994701.jpg#2/There is a little boy with his mouth open next to a lot of sunflowers	4600994701.jpg#3/A boy with a huge smile on hid face, in a flower field.	4600994701.jpg#4/A child is surrounded by a field of sunflowers.	A child posing for a picture.	3	1	1	neutral
4545	4515995064.jpg#0/Two younger women, one holding a small blond girl on her lap, watch as an elderly woman plays Chinese checkers against an opponent in a blue shirt whose back is to the camera.	4515995064.jpg#2/A group of people playing a board game in a dining room or kitchen.	4515995064.jpg#3/Four females and a male play Chinese checkers in someone's home.	4515995064.jpg#4/Four people and a child playing some kind of game	A child sits.	3	2	0	neutral
4546	45934206.jpg#0/Students studying at the pavilion restaurant in their campus getting ready for exams.	45934206.jpg#2/People are at a net cafe, the background shows it is in a city	45934206.jpg#3/Three people sit at their laptops inside a coffee shop.	45934206.jpg#4/Two guys and a girl in shop, on laptops.	A group sits.	5	0	0	entailment
4547	2178064851.jpg#0/The child has a necklace on and is in the water.	2178064851.jpg#1/A little kid is staring into a body of water.	2178064851.jpg#3/A small girl with a necklace is swimming.	2178064851.jpg#4/A child in a lake.	A wet child stands.	1	3	1	neutral
4548	32627994.jpg#0/A group of children sitting down and holding basketballs on their laps.	32627994.jpg#1/Several kids are sitting down and holding basketballs	32627994.jpg#2/A large group of young children with basketballs.	32627994.jpg#4/Young children holding basketballs.	Group waiting.	4	1	0	entailment
4549	492323406.jpg#0/Three people, one of whom standing in back of the others, holding a can and dressed in red and white shirt that says help me, are cooking in a kitchen.	492323406.jpg#1/A man with orange balding hair wears a red leather jacket with white paint on it in a kitchen.	492323406.jpg#3/Two men and one women are standing in front of a stove cooking.	492323406.jpg#4/Two people cooking in the kitchen as another person looks on.	A man watches his friend.	1	3	1	neutral
4550	5969756753.jpg#0/Rock band Def Leppard, pictured counterclockwise include Rick Savage, Vivian Campbell, Joe Elliot, and Phil Collen, looking up to drummer Rick Allen on an elevated stage platform during a concert performance.	5969756753.jpg#1/Several musicians are positioned around the drummer and the staircase on a stage.	5969756753.jpg#3/Five people standing at a modern rock concert rehearsal.	5969756753.jpg#4/A rock band stands on stage facing their drummer.	Some men playing instruments.	5	0	0	entailment
4551	3618908551.jpg#0/A kid in a blue shirt and blue shoes attempts a trick on a skateboard above the lip of a bowl.	3618908551.jpg#2/A young man wearing a blue shirt skateboarding on a graffitied wall	3618908551.jpg#3/A boy riding a skateboard on a skateboarding ramp	3618908551.jpg#4/A skateboarder riding inside a swimming pool.	A boy is airborne.	1	4	0	neutral
4552	6032303452.jpg#0/A man in a straw hat kneels to inspect a flower in the country.	6032303452.jpg#1/Man with a hat on bending to pick a small, yellow flower.	6032303452.jpg#3/An explorer on a dirt trail looking at a flower.	6032303452.jpg#4/A man is looking at flowers in a field.	A man examines a plant.	5	0	0	entailment
4553	95728664.jpg#1/Two men sit against a stone monument among snow covered peaks.	95728664.jpg#2/Two men sit at an encrypted stone in the mountains.	95728664.jpg#3/Two men sitting next to a tall stone.	95728664.jpg#4/Two men rest near a mountain range.	A couple sits.	2	2	1	entailment
4554	4126111436.jpg#0/A man is giving directions at a helicopter landing pad aboard an aircraft carrier.	4126111436.jpg#1/The man is giving directions to keep everyone safe by the helicopter.	4126111436.jpg#2/Men wearing colorful jackets are around a landed helicopter.	4126111436.jpg#4/Seven men are preparing to operate a helicopter	Men walk.	0	3	2	neutral
4555	2305869802.jpg#0/Man seated with his chin in his palm with a bicycle leaning on a wall in the background.	2305869802.jpg#1/A man wearing tan pants and blue shirt is sitting on a sidewalk resting.	2305869802.jpg#2/A man in blue shirt falling asleep by a bike in front of red bricks.	2305869802.jpg#4/Older man in blue shirt rest on a bench.	A man sitting outside talking.	0	3	2	neutral
4556	2045336190.jpg#0/A group of six young women sit around a table while one of them reads and another two hold tambourines in the air.	2045336190.jpg#1/A group of women are looking through binders and playing tambourines.	2045336190.jpg#2/Six girls are sitting together laughing and playing tambourines.	2045336190.jpg#3/Group of girls having a study party.	Group having fun.	5	0	0	entailment
4557	2911928620.jpg#0/A professional motorcycle racer raises his arm in victory.	2911928620.jpg#1/A bike racer hold up a hand while riding a motorcycle.	2911928620.jpg#2/The person on the motorcycle is holding up his arm.	2911928620.jpg#4/A racer on a motorcycle lifts one hand in the air.	A man on a motorbike riding on a track.	5	0	0	entailment
4558	3891886294.jpg#0/A groom picks up his bride and kisses her underneath an enclosure at factory.	3891886294.jpg#1/A newlywed couple sharing a kiss under a structure.	3891886294.jpg#3/Newly married couples kissing each other.	3891886294.jpg#4/A bride and groom share a kiss.	A man and woman kissing at a train station.	2	2	1	neutral
4559	3866425459.jpg#0/Someone wearing a green and white suit is riding an orange motorcycle with the number 244 on the front and there is a structure in the background that has a red arrow on it.	3866425459.jpg#1/Even though completely on track the motorbike swerves to avoid construction debris.	3866425459.jpg#2/A dirt biker is riding through some sand as spectators watch.	3866425459.jpg#4/Dirt bike racing through building debris.	A man rides an orange bicycle.	0	2	3	contradiction
4560	301175450.jpg#0/People, including one in a wheelchair, are crossing a city street in a crosswalk.	301175450.jpg#2/A group of people walking under a streetlight that is green.	301175450.jpg#3/Pedestrians pass by a firetruck and street workers.	301175450.jpg#4/People are walking down a busy city street.	A man walking down a sidewalk.	4	0	1	entailment
4561	2522498597.jpg#0/Three blond girls and two blond women are playing with a jump rope in the dirt.	2522498597.jpg#1/Three young girls and two blond women are jumping rope on the beach.	2522498597.jpg#3/Children playing jump rope on a beach.	2522498597.jpg#4/Women play jump rope with children.	Children perform handstands.	0	0	5	contradiction
4562	6521812555.jpg#0/An Asian youth with red hair and painted face plays a guitar and sings.	6521812555.jpg#1/A young woman playing guitar and singing on a stage.	6521812555.jpg#2/A young lady is playing a guitar and singing.	6521812555.jpg#4/Singer playing guitar on stage.	A musician plays her instrument and sings.	5	0	0	entailment
4563	532999240.jpg#0/A brown and white dog plays with a ball in the dirt.	532999240.jpg#1/This brown and white dog is chasing a soccer ball.	532999240.jpg#3/A brown dog is chasing after a soccer ball.	532999240.jpg#4/The dog runs towards the ball.	A dog jumps.	2	2	1	contradiction
4564	4471667766.jpg#0/A couple of older people are sitting on a chair in an area surrounded by railing.	4471667766.jpg#1/An elderly couple are sitting on a bench.	4471667766.jpg#2/Two people are sitting on a bench.	4471667766.jpg#3/Two old people sitting on a bench.	A man and woman sit on a bench.	5	0	0	entailment
4565	5400154.jpg#0/A man in a yellow waterproof jacket and his companion are on a boat in the open water.	5400154.jpg#1/Two men, one in a yellow jacket and the other in a blue sweater, are on a boat.	5400154.jpg#2/Two dark-haired men are sailing a fishing boat.	5400154.jpg#4/Fisherman on boat out on sea.	Men standing.	0	3	2	neutral
4566	1301337349.jpg#1/Four men playing rugby two on the green team, two on the white team, one is jumping up.	1301337349.jpg#2/Rugby players playing a match in a field sponsored by McDonald's	1301337349.jpg#3/Men playing a sport during a sunny day.	1301337349.jpg#4/A few guys playing soccer on a field.	Rugby player catches ball.	3	2	0	neutral
4567	3344692671.jpg#0/A group of men are standing and looking into a makeshift structure, alongside a group of men in yellow and orange construction safety vests.	3344692671.jpg#1/A small group of people, including some who are wearing hard-hats and bright work vests, watch as something un-pictured happens.	3344692671.jpg#2/There is a crowd of people at an outdoor station including some men in hard hats and safety jackets.	3344692671.jpg#3/Three men wearing yellow work vests stand among a group of people.	Workers stand.	5	0	0	entailment
4568	2651455205.jpg#0/A little girl and boy are sitting on a wooden box reading books.	2651455205.jpg#1/A young boy and girl sit on a blue bench while reading books.	2651455205.jpg#3/Two toddlers are sitting down and reading picture books.	2651455205.jpg#4/A little girl and boy sit while reading books.	Children sitting side by side.	5	0	0	entailment
4569	4831421234.jpg#0/Three men stand on stage in tuxedos, the man on the left can be seen shaking the hand of someone.	4831421234.jpg#2/Men in tuxedos shaking hands stand behind a white flag.	4831421234.jpg#3/Three men in black tuxedos accepting an award.	4831421234.jpg#4/Three men accepting an honor	Two other men watch.	1	2	2	neutral
4570	341430859.jpg#0/A dog stands in deep snow surrounded by trees.	341430859.jpg#1/A brown and white dog stands in the deep snow.	341430859.jpg#2/A dog stands up to his elbows in snow.	341430859.jpg#3/A dog in the snow.	Dog sits.	0	0	5	contradiction
4571	2466562986.jpg#0/A group of young girls is walking toward the camera in a grassy park studded with yellow flowers, with trees and a parking lot in the background.	2466562986.jpg#2/A group of seven girls running through a field of yellow flowers.	2466562986.jpg#3/A group of young girls is running in a field of yellow flowers	2466562986.jpg#4/Some girls are running through a field of yellow flowers.	Some children running.	4	0	1	entailment
4572	3593220756.jpg#1/This man is wearing a wetsuit and riding a surfboard.	3593220756.jpg#2/A man in a black wetsuit rides a surfboard on a wave.	3593220756.jpg#3/A man falling off of his surfboard.	3593220756.jpg#4/Surfer leaning back on surfboard.	A surfer balances.	5	0	0	entailment
4573	4931443661.jpg#0/A man in an orange and white striped shirt sits on a boat holding his phone near his head.	4931443661.jpg#2/A Hispanic man in a white and brown shirt using a cellphone.	4931443661.jpg#3/A fisherman using a cellphone on a boat.	4931443661.jpg#4/An older male on a blue boat.	Man talking.	5	0	0	entailment
4574	2537758674.jpg#1/A man in a gray and orange shirt stands in front of a streetlight.	2537758674.jpg#2/A man in an orange and black shirt holding a helmet.	2537758674.jpg#3/A young man is standing staring at something.	2537758674.jpg#4/A man in an orange shirt standing.	A man holding a hard hat.	4	1	0	entailment
4575	3550253365.jpg#0/A middle-aged black man is sitting down looking straight in our direction.	3550253365.jpg#1/Four people sitting on a stone wall that overlooks trees and buildings.	3550253365.jpg#3/Four adults are sitting on a ledge overlooking mountains.	3550253365.jpg#4/Four people sitting on low cement ledge.	A group sits.	5	0	0	entailment
4576	12393802.jpg#0/A man in a green t-shirt and long tan apron hacks apart the carcass of a cow while another man hoses away the blood.	12393802.jpg#2/A green-shirted man with a butcher apron uses a knife to carve out the hanging carcass of a cow.	12393802.jpg#3/A butcher cutting an animal to sell	12393802.jpg#4/A man at work, butchering a cow.	Two men work in a shop.	4	1	0	entailment
4577	2907244809.jpg#0/The skater is descending the wooden wall beside the slope.	2907244809.jpg#1/A young skateboarder rolls down a graffiti-covered ramp.	2907244809.jpg#3/The rider skates down the stair rails.	2907244809.jpg#4/Skateboarder sliding down a ramp	A boy skateboarding in a park.	2	3	0	neutral
4578	5117920988.jpg#0/Two men discussing business at a table in a seemingly crowded place.	5117920988.jpg#2/Two men sit at a glass table with papers on it.	5117920988.jpg#3/Two men at a table discussing some paperwork.	5117920988.jpg#4/Two men talking in an art gallery.	Men having a discussion.	5	0	0	entailment
4579	4676386270.jpg#0/In a large crowd, a woman holds a box with a green sign on it saying "its a steal".	4676386270.jpg#1/A lady holds a box that says "It's A Steal."	4676386270.jpg#2/A crowd of people in an outdoor area.	4676386270.jpg#4/Two women are selling goods.	A woman stands.	2	2	1	entailment
4580	2377496811.jpg#0/There are two guys on motorcycles while a crowd watches on behind a barricade.	2377496811.jpg#1/Motorcycle stunt performer prepares for his next trick as the crowd looks on.	2377496811.jpg#3/A crowd of people looking at two guys on motorcycles.	2377496811.jpg#4/A crowd of people watching a motorcycle event.	Men sitting surrounded by a group.	3	1	1	neutral
4581	2085726719.jpg#0/Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen.	2085726719.jpg#1/Two teen girls are looking at a small electronic device while wearing winter coats.	2085726719.jpg#3/Two girls bundled up in winter coats pose for a picture.	2085726719.jpg#4/Two young girls huddle to look at a cellphone.	Women holding drinks.	0	1	4	contradiction
4582	188370695.jpg#0/At some sort of large gathering, a group of men who appear to be chefs stand in a circle sharing some kind of food.	188370695.jpg#1/A group of men and one laughing woman at an outdoor festival.	188370695.jpg#2/A bunch of men in white shirts are standing a circle.	188370695.jpg#4/People of Latin descent having a party.	Man enjoying a sandwich.	0	2	3	contradiction
4583	2279416167.jpg#0/On desolate sandy shore, a boy is drawing in sand with finger while man is standing far away in background.	2279416167.jpg#2/Young child playing in the sand, on a deserted beach.	2279416167.jpg#3/A child making a sand castle on the beach.	2279416167.jpg#4/A barefooted boy on an uncrowded beach.	A kid writing.	2	1	2	neutral
4584	6874319721.jpg#0/Two hockey players trying to get a puck to go their way while a referee makes a decision.	6874319721.jpg#2/The referee stands in the middle as "Halpern" and "Thornton" play ice hockey.	6874319721.jpg#3/Two hockey players fighting for the puck at center ice.	6874319721.jpg#4/Two professional hockey players battling for the puck.	Players face off.	4	1	0	entailment
4585	4556128862.jpg#1/A man with crazy eyes in a fedora has his guitar looked at.	4556128862.jpg#2/A funny man in a hat is having his guitar signed.	4556128862.jpg#3/A man signed the yellow guitar that day.	4556128862.jpg#4/A man has a guitar signed by someone.	Businessman smiling.	0	1	4	contradiction
4586	5511460259.jpg#1/A group of children pose for a picture taken at the dining room table as they sit down for supper.	5511460259.jpg#2/A group of six children varying in age from 7 to 14 are sitting around a dinner table ready to eat.	5511460259.jpg#3/Six children sitting around a rectangular dining table with a green tablecloth and food on it.	5511460259.jpg#4/A family photo of children eating a meal.	Some children looking at the camera.	3	2	0	neutral
4587	412082368.jpg#0/A young boy is getting ready to hit a pinata with a blue baseball bat.	412082368.jpg#2/Boy in red shirt getting ready to hit the pinata.	412082368.jpg#3/The young boy takes a swing at the pinata.	412082368.jpg#4/A child gets ready to swing at a pinata.	A boy holds a stick.	5	0	0	entailment
4588	4553464209.jpg#0/A troupe of three, one with a cello and one with a violin, perform in a room without a stage.	4553464209.jpg#2/Small group of people putting on some kind of a performance.	4553464209.jpg#3/Two men play their instruments while a third sings.	4553464209.jpg#4/Three performers at a show.	An elderly lady talking.	0	1	4	contradiction
4589	8146089465.jpg#0/Two brunette women in a modern dance pose on a dark black stage while wearing matching outfits of a white camisole and black Capri pants.	8146089465.jpg#1/Two women dressed in black pants and white tops positioned identically with a black backdrop.	8146089465.jpg#2/Two women are posing on a stage with a darkened background, with their arms raised slightly.	8146089465.jpg#4/Two ladies dancing on stage.	Two dancers performing on a stage.	5	0	0	entailment
4590	284312563.jpg#1/A man in a hat and a woman in a green shirt and blue vest sit at a restaurant table reading the menu.	284312563.jpg#2/A man and women are out at Farmosa looking at menus as they chat.	284312563.jpg#3/A man in a baseball hat is talking to a woman at a restaurant	284312563.jpg#4/Two people sitting at a table in a restaurant.	A man smiling.	1	2	2	neutral
4591	2356153548.jpg#0/One woman is sitting on a bench waiting for the subway, while three other women are standing.	2356153548.jpg#1/Four female passengers wait for their train, one is sitting and the rest are standing.	2356153548.jpg#2/Four women wait with their luggage on a train platform.	2356153548.jpg#4/Women waiting to get on the subway.	A group waiting.	5	0	0	entailment
4592	2845872724.jpg#0/A young man is involved in a game at an outdoor carnival while two girls in background are at the bouncy house.	2845872724.jpg#1/A boy is squatting in front of an empty net while others stand around a bouncy castle behind him.	2845872724.jpg#2/A teenage boy launching a projectile from a homemade catapult.	2845872724.jpg#4/A ma is setting up a game for an outdoor event.	Man kneels.	1	1	3	neutral
4593	1122177096.jpg#0/A man wearing a yellow shirt and tan pants plays golf outside while being watched by other people.	1122177096.jpg#2/Behind the fence spectators are looking at the golfer with the club in his hand.	1122177096.jpg#3/Tiger woods putts a golf ball toward a hole.	1122177096.jpg#4/Tiger woods about to make a putt	A crowd watches.	5	0	0	entailment
4594	311907717.jpg#0/Five young men are in a loft, with one holding a whiteboard and one making a shaka sign in front of the television.	311907717.jpg#2/Four young men in a room, working on some tasks.	311907717.jpg#3/A group of teenage boys hang out in a loft.	311907717.jpg#4/Four students in a college dorm.	Man putting something in his mouth.	0	1	4	contradiction
4595	4319855412.jpg#0/Basketball players warming up on the court in a nearly empty arena.	4319855412.jpg#1/Sports team members practice and relax on a basketball court.	4319855412.jpg#2/Fans watching a basketball game indoors at a stadium.	4319855412.jpg#3/A shoot around at a women's college basketball game.	Teams getting ready.	4	1	0	entailment
4596	3259231890.jpg#1/A girl in black is staring off into the distance.	3259231890.jpg#2/A woman stands against a wall near a video camera.	3259231890.jpg#3/A woman in a black coat with a camera on a tripod	3259231890.jpg#4/A woman stands behind a video camera.	A woman leans on a railing.	0	4	1	neutral
4597	4922642099.jpg#1/The dog with all the comforts of home and yet still has no home.	4922642099.jpg#2/A dog with a collar on lying on the street.	4922642099.jpg#3/Dog relaxing on a busy street for tips.	4922642099.jpg#4/A dog laying on the side of the street.	A dog sits.	2	1	2	contradiction
4598	1501398164.jpg#1/A man with a white t-shirt and a white shirt with black stripes has two guns pointed at his face.	1501398164.jpg#2/A black male wearing a white shirt with a striped shirt over top is playing with guns.	1501398164.jpg#3/A young black man with two guns pointed at his head.	1501398164.jpg#4/Two men pointing guns at another man.	A woman on a ladder painting the wall.	0	0	5	contradiction
4599	3915181249.jpg#1/Goofy looking man with a hat on is sitting on a small wooden cart.	3915181249.jpg#2/Odd looking man sitting on a small wagon on a cobblestone street.	3915181249.jpg#3/A man dressed in medieval clothing sits on a medieval type cart.	3915181249.jpg#4/A dressed up man is sitting on a wagon in the middle of a road.	A man with a cloth wrapped around his head.	0	5	0	neutral
4600	3667822570.jpg#0/Soccer players get in a scuffle as one puts the other in a head lock.	3667822570.jpg#1/A soccer player tackles a player from the other team.	3667822570.jpg#2/Two rugby players fighting on the field	3667822570.jpg#3/A rugby player tackling another.	Men fight.	5	0	0	entailment
4601	4895028664.jpg#0/A woman is taking a picture of something not in the shot with her phone.	4895028664.jpg#1/A woman in a leopard top takes a picture with her cellphone.	4895028664.jpg#2/A brunette woman in a leopard print shirt taking a picture.	4895028664.jpg#4/A girl in the park is taking a picture.	A girl holding a phone.	2	2	1	entailment
4602	1434607942.jpg#1/A white man with carrying hair and a beard with a child on his shoulders.	1434607942.jpg#2/A child wearing a red jacket is sitting on the man's shoulders.	1434607942.jpg#3/A man carrying a girl on his shoulders.	1434607942.jpg#4/A child rides on a man's shoulders.	A child holding his head.	1	3	1	neutral
4603	433017870.jpg#0/A choir of about fifty teens, the men in black pants and white tuxedo jackets and the women in blue gowns and white gloves, performs in a church setting, led by a conductor.	433017870.jpg#1/A man in a black suit, is standing in front of a group of people in white suits and black dresses.	433017870.jpg#2/A man in a tuxedo standing in front of a large group of formally dressed youths.	433017870.jpg#3/A group of well-dressed young people stand in front of a congregation.	Musicians performing for an audience.	2	1	2	entailment
4604	759822302.jpg#1/A man in a blue shirt is looking at the camera while holding up a newspaper in a foreign language.	759822302.jpg#2/A man in a blue collared t-shirt posing at someone while holding a Hebrew newspaper.	759822302.jpg#3/Man in a blue shirt, holding a newspaper while looking straight ahead.	759822302.jpg#4/A man is holding up a foreign newspaper and looking at the camera.	A man looking over his left shoulder.	0	0	5	contradiction
4605	4731305489.jpg#0/A group of people walking through town on a cobblestone street, with a dark, ominous sky overhead.	4731305489.jpg#1/People are walking along a brick-paved street that is lined with shops under a cloudy sky.	4731305489.jpg#3/People waling around the brick roads shopping	4731305489.jpg#4/People walking in a town's street.	A couple walking.	2	3	0	neutral
4606	3871713477.jpg#0/A sidewalk artist wearing a black hoodie is creating a large installation of a woman on the sidewalk while being watched by many by-standers.	3871713477.jpg#1/A sidewalk chalk-artist finishing a life-like portrait of a woman.	3871713477.jpg#3/A sidewalk artist crafting their newest masterpiece with chalk.	3871713477.jpg#4/An artist is drawing a portrait.	A woman making a painting.	1	2	2	neutral
4607	3252588185.jpg#0/A smiling woman stands in front of a body of water with water birds.	3252588185.jpg#1/A woman in a white shirt and dark jacket stands in a marsh.	3252588185.jpg#2/A woman standing in front of water and dry grass smiles.	3252588185.jpg#3/The smiling woman stands in grass near a creek.	A woman laughing.	1	4	0	neutral
4608	3821667323.jpg#0/Two young boys enjoy playing in shallow water while looking back at the photographer.	3821667323.jpg#2/Two young boys are playing in the water.	3821667323.jpg#3/Two young boys are playing in water.	3821667323.jpg#4/Two boys are playing in the water.	Kids making faces.	0	4	1	neutral
4609	4816480417.jpg#0/Here is a picture of a toddler girl wearing a dress and eating a cookie and holding a bottle of cold water.	4816480417.jpg#1/A little girl with curly hair is sitting on some stairs, drinking a bottled water, and eating a snack.	4816480417.jpg#2/A small girl is sitting on stairs drinking water and eating a snack.	4816480417.jpg#4/A little girl in a dress sits on the steps to have a snack.	A child sitting on a stoop.	3	1	1	entailment
4610	2175184797.jpg#0/A person is performing yoga in the ocean under an orange sky.	2175184797.jpg#1/A person performs a yoga posture in shallow waters at sunset.	2175184797.jpg#3/Person performing yoga by the ocean.	2175184797.jpg#4/Person doing a dance on the ocean.	A woman doing yoga.	2	2	1	neutral
4611	3349788466.jpg#0/Two girls, one in a red sweater and one in a blue sweater are talking with a bald man with a beard siting in a van, and holding small bags of seeds.	3349788466.jpg#1/Two small girls talk to a man wearing sunglasses in a colorful van.	3349788466.jpg#2/Two girls are trying to sell some nuts to the driver.	3349788466.jpg#4/Two young girls talking to a man in a van.	Man sitting.	5	0	0	entailment
4612	390992388.jpg#0/A girl treks through the snow with her backpack on.	390992388.jpg#1/A hiker using hiking poles on a snowy mountain.	390992388.jpg#2/Someone hikes through a snowy mountain range	390992388.jpg#3/A hiker is climbing up a snowy mountain.	A woman hiking.	3	2	0	neutral
4613	5446415631.jpg#0/A person in a red jacket is crossing a snow covered bridge over the cold river in the forest.	5446415631.jpg#1/Person with ski poles and a red jacket, walking on a snow covered tree over water.	5446415631.jpg#3/A man crossing a stream over a log covered with snow in winter.	5446415631.jpg#4/A man is walking across a snow covered log	Traveler walking.	4	1	0	entailment
4614	2284991229.jpg#0/Men turn to the camera to smile on the middle of three long tables in a refectory.	2284991229.jpg#1/A group of men sit around a table that has empty bottles on it.	2284991229.jpg#2/Parishioners enjoying themselves at a church dinner.	2284991229.jpg#4/Groups of men sit at banquet tables.	A group dining.	5	0	0	entailment
4615	3437315443.jpg#0/A little girl is standing by a metal pole holding her fingers up in a v sign.	3437315443.jpg#1/A little girl in a red shirt holds on to a pole near a street.	3437315443.jpg#2/A little girl holds onto a pole on a city street.	3437315443.jpg#4/A young girl holds up a peace sign.	A child holding two fingers.	5	0	0	entailment
4616	3008686435.jpg#0/A man in an orange vest is standing in the middle of a field.	3008686435.jpg#1/A black-haired man in an orange vest stands in a cornfield.	3008686435.jpg#2/A boy in orange suit is standing in a wheat field.	3008686435.jpg#4/A man in an orange vest standing in a field.	A man holding a gun.	0	2	3	contradiction
4617	474581065.jpg#0/A man in a sombrero on a chestnut horse is ahead of several other men on horses.	474581065.jpg#2/A man riding a running horse with some other men doing the same behind him.	474581065.jpg#3/Hispanics are on horseback trying to wrangle a free horse.	474581065.jpg#4/Cowboys are riding on horses in a dirt field.	Riders running.	3	1	1	contradiction
4618	183647966.jpg#0/A man waring a polo shirt fixes a ticket machine while persons line up at an adjoining machine.	183647966.jpg#1/A woman dressed in black with shopping bags is waiting on the sidewalk.	183647966.jpg#2/A male worker with his tool box is kneeling next to two women.	183647966.jpg#4/A man working on a ticket box.	Women stand.	2	3	0	neutral
4619	247189554.jpg#0/A man sitting in a wicker chair in a white room with one arm draped over the back of the chair, chuckling.	247189554.jpg#1/A man is sitting in a wooden chair in front of a white bookshelf and orange lamp.	247189554.jpg#3/A man sitting on a chair Indian style in front of a bookshelf.	247189554.jpg#4/A man in glasses sitting with his legs crossed.	A man facing the camera.	0	4	1	neutral
4620	3213398742.jpg#0/A man in a red shirt, white cowboy hat, chaps, and cowboy boots rides a brown bucking bronco in a rodeo.	3213398742.jpg#2/A cowboy in a white hat rides a bucking bronco in a rodeo.	3213398742.jpg#3/A rodeo guy in a red shirt rides a bucking bronco.	3213398742.jpg#4/A man on a bucking horse at rodeo.	A rider riding an animal.	5	0	0	entailment
4621	4830409466.jpg#0/A colorful array of motorcyclists gathered outdoors, with Joshua trees in the background and a pair of motorcyclists on a cherry-red cycle in the foreground.	4830409466.jpg#1/A couple sits on a motorcycle, in front of a group of other motorcyclists.	4830409466.jpg#3/Two people on red motorcycle riding with a group of motorcyclist.	4830409466.jpg#4/Two people are riding a motorcycle along with many other riders.	A man sitting on a motorbike on a street.	5	0	0	entailment
4622	3839004579.jpg#0/An extreme mountain biker in mid-jump from underneath rider showing a blue sky.	3839004579.jpg#1/A young man high in the air performing a bicycle stunt.	3839004579.jpg#2/A man is doing a trick on a bicycle in the air.	3839004579.jpg#4/A BMX rider airborne on his bike	A boy doing a jump.	4	1	0	entailment
4623	250920412.jpg#0/A street vendor is reading a newspaper while waiting for customers.	250920412.jpg#2/A gentleman in a booth selling candles.	250920412.jpg#3/A street stall is perused by patrons	250920412.jpg#4/A man selling candles at a stand	A vendor stands.	1	4	0	neutral
4624	4824035670.jpg#0/A girl in a pink shirt smiles as she walks by a bright pink mural of a woman's face.	4824035670.jpg#1/A girl wearing pink walks by a mural of a girl with pink hair.	4824035670.jpg#2/A girl in white pants is walking by a brightly painted wall.	4824035670.jpg#3/A woman in a pink shirt walks in front of a pink mural.	A woman poses.	3	0	2	neutral
4625	7028935309.jpg#1/A young woman standing on a tall ladder is changing the display title on the front of an old movie theater.	7028935309.jpg#2/A female employee of a movie theater on a ladder placing letters to display the showing for that evening.	7028935309.jpg#3/A person is on a ladder putting up letters on a sign at a Theater.	7028935309.jpg#4/Woman standing on a ladder, changing a marquee.	Man stands.	0	1	4	contradiction
4626	2765793811.jpg#0/A shirtless man poses next to a man who is fully dressed in a t-shirt and cargo shorts who is pointing at the shirtless man's belly.	2765793811.jpg#1/A shirtless man with a cigarette stands while a second man in sunglasses and a red shirt points at the first.	2765793811.jpg#2/A man with a cigarette in his mouth, with no shirt, wearing shorts.	2765793811.jpg#3/One smiling man is pointing to another man's waist.	Two men posing for a photo.	4	1	0	entailment
